link,city,type_of_house,rooms,house
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"430 м², дом + 25 соток, участок
КП «Усадьба Бергов»
поселение Первомайское, коттеджный посёлок Усадьба Бергов
Филатов Луг 
44 мин.
65 000 000 ₽
151 163 ₽ за м²
Дом 430 кв. м. без отделки на участке 25 соток в поселке премиум-класса «Усадьба Бергов». Поселок расположен в 23 км от МКАД по Киевскому шоссе, территория Новой Москвы. Особенности объекта: дом без отделки со свободной планировкой, панорамные окна,
Показать телефон
В избранное
New Moscow House, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"373 м², дом + 15 соток, участок
Таманская улица, 7
Народное ополчение 
13 мин.
427 592 992 ₽
1 146 362 ₽ за м²
Лот 5696. Предлагаем купить дом в черте г. Москва, на территории престижного поселка Серебряный Бор! . Уникальное расположение на строго охраняемой территории рядом с живописной парковой зоной! Площадь дома 373 кв.м. Планировка дома: цоколь - холл,
Показать телефон
В избранное
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"900 м², дом + 25 соток, участок
ЗАО, район Кунцево, деревня Мякинино
Строгино 
17 мин.
330 919 040 ₽
367 688 ₽ за м²
торг
БЕЗ КОМИССИИ для покупателя. Номер объекта: 11761. Продается коттедж под ключ в элитном поселке ""Мякинино"" площадью 900м2 с участком 25сот. На участке выполнен ландшафтный дизайн, расположен дом для персонала площадью 280м2 - котельная, кладовые
Показать телефон
В избранное
Enso, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"340 м², дом + 8 соток, участок
КП «Сатинские пруды»
поселение Щаповское, территория ДНП Сатинские Пруды
Подольск 
48 мин.
39 000 000 ₽
114 706 ₽ за м²
ипотека, торг
Номер объекта 9135 Эксклюзивное предложение! Загородный дом на прилесном участке с потрясающей инфраструктурой в шаговой доступности. В доме высокие потолки и продуманная до мелочей планировка. Подключена система умный дом. В данный момент ведутся
Показать телефон
В избранное
NEOPOLISdom, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"885 м², дом + 68 соток, участок
КП «Президент»
поселение Сосенское, квартал № 189, коттеджный поселок Президент
Бунинская аллея 
29 мин.
250 000 000 ₽
282 486 ₽ за м²
Лот №54135. На участке также построен 2-х этажный дом 135 кв. м для обслуживающего персонала с гаражом на 4 автомобиля, баный комплекс 115 кв.м с бассейном, беседка BBQ 60 кв.м. Цокольный этаж: бильярдный зал, винный погреб, тренажерный зал, домашний
Показать телефон
В избранное
Penny Lane Realty Жилая недвижимость, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"200 м², дом + 11 соток, участок
посёлок Внуково
Рассказовка 
26 мин.
52 000 000 ₽
260 000 ₽ за м²
ипотека, торг
Номер объекта 2002 Уютный кирпичный дом на участке с лесными и плодово-ягодными деревьями и ландшафтом. Также на участке расположен банный комплекс с бассейном. Здесь свежий воздух и известные соседи. ДОМ и МАТЕРИАЛЫ Площадь 200 м2 Уровней 3 Материал
Показать телефон
В избранное
NEOPOLISdom, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"100 м², дом + 6,7 сотки, участок
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км
3 100 000 ₽
31 000 ₽ за м²
ипотека, торг
О доме: В продаже деревянный двухэтажный дом из бруса 6х8 на участке 10 соток (по документам 6.7) в новой Москве. На первом этаже кухня и 2 комнаты 3х6 метров. В одной из комнат русская печь. На втором этаже 2 комнаты 5х6 и 3х6. Транспортная
Показать телефон
В избранное
31 минуту назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"500 м², дом + 10 соток, участок
деревня Фоминское
Коммунарка 
37 мин.
57 000 000 ₽
114 000 ₽ за м²
ипотека, торг
Номер объекта 4015. Объект рассчитан на большую дружную семью. Дом со вторым светом, очень просторный и уютный. Есть бассейн, спортивный зал и винный погреб. Мансарда готова к любым Вашим дизайнерским решениям. Фактическая площадь дома - 700 м2. ДОМ
Показать телефон
В избранное
NEOPOLISdom, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"219 м², дом + 13 соток, участок
деревня Лужки, коттеджный посёлок Солнечный город
Калужское шоссе 40,40 км
29 900 000 ₽
136 530 ₽ за м²
Дом 219 кв.мс отделкой «под ключ» на участке 13 сот. в коттеджном поселке комфорт-класса «Солнечный город». Поселок расположен в 32 км от МКАД по Калужскому или Киевскому шоссе, в деревне Лужки.Территория Новой Москвы. Из особенностей: кухня-столовая
Показать телефон
В избранное
New Moscow House, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"574 м², дом + 17 соток, участок
КП «Фаворит»
поселение Новофедоровское, 180-й квартал, КП Фаворит
Киевское шоссе 46,70 км
32 000 000 ₽
55 749 ₽ за м²
Дом под финишную отделку 574,3 кв м на участке 16,9 сотки в коттеджном посёлке «Фаворит». Поселок расположен на территории Новой Москвы, в 45 км от МКАД по Киевскому шоссе. Особенности: современный проект, все помещения просторные и функционально
Показать телефон
В избранное
New Moscow House, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"450 м², дом + 12,5 сотки, участок
поселение Марушкинское, деревня Власово
Рассказовка 
33 мин.
66 400 000 ₽
147 556 ₽ за м²
Дом с бассейном 450 кв.м., с хорошей инфраструктурой, готовый к комфортному проживанию большой семьи, на участке 12.5 соток в коттеджном поселке «Юбилейный» в д. Власово в 18 км от МКАД по Киевскому шоссе, территория Новой Москвы. Особенности:
Показать телефон
В избранное
New Moscow House, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"1260 м², дом + 77 соток, участок
посёлок ДСК Мичуринец, посёлок Переделкино, Стольное
Новопеределкино 
23 мин.
260 273 248 ₽
206 566 ₽ за м²
торг
БЕЗ КОМИССИИ для покупателя. Номер объекта: 12463. Продается коттедж под отделку в элитном поселке ""Стольное"" площадью 1260м2 с участком 77сот. «Стольное» расположено в 6 км от Москвы по Минскому шоссе в известнейшем подмосковном дачном месте
Показать телефон
В избранное
Enso, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"297 м², дом + 63 сотки, участок
поселение Михайлово-Ярцевское, деревня Сенькино-Секерино
Калужское шоссе 38,30 км
98 000 000 ₽
329 966 ₽ за м²
Лот №55920. Потрясающей красоты ухоженный лесной участок с функциональным зонированием. Кроме основного дома на участке расположены: банный комплекс с баней, хамамом и комнатой отдыха; детская площадка; спортивная зона с беседкой для пинг-понга; зона
Показать телефон
В избранное
Penny Lane Realty Жилая недвижимость, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"650 м², дом + 13 соток, участок
Рублёвское шоссе, 60к13
Крылатское 
24 мин.
252 837 600 ₽
388 981 ₽ за м²
Лот 3360. Екатериновка . Лучшее предложение в поселке! Предлагаем купить дом в коттеджном поселке Екатериновка . КП расположен в Москве. Площадь дома 650 кв.м. В доме выполнена отделка под ключ. Планировкой предусмотрено 3 этажа, 4 уровня, 4 спальни.
Показать телефон
В избранное
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"870 м², дом + 38 соток, участок
ЗАО, район Кунцево, деревня Мякинино, Береста-2
Строгино 
17 мин.
409 001 248 ₽
470 117 ₽ за м²
торг
БЕЗ КОМИССИИ для покупателя. Номер объекта: 10744. Продается коттедж под ключ в элитном поселке ""Береста-2"" площадью 870м2 с участком 38сот. Дом на Первой линии у воды. Живописной бухты в первой линии от воды. В доме 6 спальных комнат, каминный зал,
Показать телефон
В избранное
Enso, агентство
2 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"350 м², таунхаус + 5 соток, участок
деревня Сосенки, Рябиновая улица, 3
Ольховая 
12 мин.
60 000 000 ₽
171 429 ₽ за м²
ID 9376. Дубровка. Лучшее предложение в поселке! Предлагаем купить таунхаус в коттеджном поселке Дубровка. КП расположен на Калужском шоссе в 5 км от МКАД. Площадь таунхауса 350 кв.м. В таунхаусе выполнена отделка под ключ. Планировкой предусмотрено
Показать телефон
В избранное
Savills, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"500 м², дом
поселение Десеновское, коттеджный посёлок Ватутинки
Коммунарка 
36 мин.
260 000 000 ₽
520 000 ₽ за м²
№115489 Предлагается коттедж 500 кв.м в стиле модерн на участке 15 соток в охраняемом поселке Ватутинки. Дом расположен на территории санатория, окружен лесным массивом. В отделке использовались натуральные, качественные материалы (панно из оникса в
Показать телефон
В избранное
Калинка Премиум, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"950 м², дом + 27 соток, участок
Троицк, Южная улица
Коммунарка 
33 мин.
259 844 992 ₽
273 521 ₽ за м²
Лот: 31303. Качественный трехуровневый особняк 950 кв.м., расположенный на замечательном благоустроенном участке 27 соток с отдельностоящим банкетным залом и небольшим бассейном в живописном месте с развитой инфраструктурой на Калужском направлении.
Показать телефон
В избранное
Point Estate Загород, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"100 м², дом + 6,7 сотки, участок
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км
3 100 000 ₽
31 000 ₽ за м²
ипотека, торг
О доме: В продаже деревянный двухэтажный дом из бруса 6х8 на участке 10 соток (по документам 6.7) в новой Москве. На первом этаже кухня и 2 комнаты 3х6 метров. В одной из комнат русская печь. На втором этаже 2 комнаты 5х6 и 3х6. Транспортная
Показать телефон
В избранное
32 минуты назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"295 м², дом + 15 соток, участок
деревня Фоминское
Коммунарка 
37 мин.
45 000 000 ₽
152 542 ₽ за м²
ипотека, торг
Номер объекта 4010. Великолепный загородный дом с очень уютным интерьером на шикарном, профессионально озелененном участке. ДОМ и МАТЕРИАЛЫ: Год постройки - 2013. Площадь - 295 м2. Уровней - 2. Фундамент - монолитный. Перекрытия - монолитные. Кровля
Показать телефон
В избранное
NEOPOLISdom, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"370 м², дом + 6 соток, участок
поселение Внуковское, посёлок ДСК Мичуринец
Новопеределкино 
30 мин.
53 900 000 ₽
145 676 ₽ за м²
Номер объекта: 011541. На продажу предлагается дом на Минском шоссе, в 5 км. от МКАД, в коттеджной застройке Переделкино. Дом 3-х уровневый, кирпичный, общей площадью 370 м.кв., расположен на участке размером 6 сот. На 2 м/м. Все коммуникации
Показать телефон
В избранное
TWEED-недвижимость, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"441 м², дом + 10 соток, участок
поселение Десеновское, садовое товарищество Южное
Ольховая 
33 мин.
52 000 000 ₽
117 914 ₽ за м²
Коттедж 441,5 кв.м. с отделкой и мебелью расположен на прилесном участке 10 соток в коттеджном поселке «Южное», территория Москвы. Ключевые особенности: просторная кухня-столовая-гостиная, высокие потолки, 6 комнат, из них 2 комнаты с балконами и
Показать телефон
В избранное
New Moscow House, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"190 м², дом + 7,1 сотки, участок
деревня Губкино
Бунинская аллея 
29 мин.
35 000 000 ₽
184 211 ₽ за м²
Номер объекта 9995. Этот интересный и элегантный новый дом, отделанный в 2020-м году, располагает обустроить жилище по своему вкусу. ДОМ И МАТЕРИАЛЫ: Год постройки 2016 Год отделки 2020 Площадь 190 м2 Уровней 4 Фундамент монолитный Материал стен
Показать телефон
В избранное
NEOPOLISdom, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"220 м², дом + 12 соток, участок
деревня Марушкино
Рассказовка 
23 мин.
37 999 000 ₽
172 723 ₽ за м²
ипотека, торг
Номер объекта 2034 Торг с реальным покупателем! Балкон с панорамными окнами - особый подарок для всех, кто любит расслабиться и наслаждаться природой и свежим воздухом в любую погоду. Оригинальная округлая лестница во дворе придает элегантности и
Показать телефон
В избранное
NEOPOLISdom, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"175 м², дом + 9,6 сотки, участок
КП «Фаворит»
коттеджный посёлок Фаворит
Киевское шоссе 47,20 км
11 500 000 ₽
65 714 ₽ за м²
Дом 209 в Коттеджном поселке Фаворит расположен в 38 километрах от Москвы по Киевскому шоссе. Дом под ключ. Площадь дома - 175 кв. м площадь участка 9,6 сот Количество с/узлов полных: 2 Количество комнат всего: 4 Разведена система отопления и
Показать телефон
В избранное
Вашдом.Москва, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"234,6 м², таунхаус + 2 сотки, участок
River Residences
Народное ополчение 
17 мин.
203 955 568 ₽
869 302 ₽ за м²
торг
БЕЗ КОМИССИИ для покупателя. Номер объекта: 13323. Продается современный таунхаус под отделку в элитном поселке «River Residences» площадью 234,62м2 с участком 2сот. River Residences это клубные апартаменты, таунхаусы и виллы в окружении заповедного
Показать телефон
В избранное
2 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"340 м², дом + 12 соток, участок
КП «Цветочный»
поселение Краснопахорское, коттеджный посёлок Цветочный
Калужское шоссе 29,70 км
29 000 000 ₽
85 294 ₽ за м²
Дом в классическом стиле 340 кв.м. с чистовой отделкой на участке 12 соток в коттеджном поселке бизнес-класса Цветочный. Поселок расположен в 28 км от МКАД по Калужскому шоссе. Москва. Особенности объекта: классический дизайн, качественные материалы,
Показать телефон
В избранное
New Moscow House, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"800 м², дом + 20 соток, участок
поселение Щаповское, посёлок дома отдыха Пахра, коттеджный посёлок Старая Пахра, 10с1
Подольск 
55 мин.
100 000 000 ₽
125 000 ₽ за м²
Лот 4206. Лучшее предложение в поселке! Предлагаем купить дом в поселке Старая Пахра. Поселок расположен на Калужском шоссе в 25 км от МКАД. Площадь дома 800 кв.м. В доме выполнена отделка под ключ. Планировкой предусмотрено 3 этажа, 3 уровня, 6
Показать телефон
В избранное
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"1300 м², дом + 34 сотки, участок
деревня Столбово, садовое товарищество Рассвет
Ольховая 
11 мин.
167 318 992 ₽
128 707 ₽ за м²
Лот №5167. Лесной участок с ландшафтным дизайном, великолепный уголок природы в охраняемом коттеджном поселке и с отличной транспортной доступностью. На участке проложены дорожки, проведено уличное освещение. Украшением участка является водная горка
Показать телефон
В избранное
Penny Lane Realty Жилая недвижимость, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"750 м², дом + 16 соток, участок
поселение Сосенское, квартал № 11, Коммунарка
Ольховая 
21 мин.
75 000 000 ₽
100 000 ₽ за м²
Номер объекта: 015097. Продам дом на Калужском шоссе, в 2 км. от Москвы, в коттеджном поселке Лесные Поляны-2. Дом 3-х уровневый, кирпичный (площадь - 750 м.кв.), расположен на земельном участке размером 16 сот. Есть отдельностоящий гараж на 2 а/м.
Показать телефон
В избранное
TWEED-недвижимость, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"1200 м², дом + 32 сотки, участок
деревня Сколково
Сколково 
21 мин.
1 200 000 000 ₽
1 000 000 ₽ за м²
Лот 9035. Загородная резиденция, созданная по индивидуальному проекту. Комплекс включает в себя основной дом, дом отдыха, беседку, здание для персонала и гараж. Общая площадь участка более 30 сот. Комплекс находится, в 5-ти км от Москвы, в поселке
Показать телефон
В избранное
Choice Estate, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"100 м², дом + 6,7 сотки, участок
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км
3 100 000 ₽
31 000 ₽ за м²
ипотека, торг
О доме: В продаже деревянный двухэтажный дом из бруса 6х8 на участке 10 соток (по документам 6.7) в новой Москве. На первом этаже кухня и 2 комнаты 3х6 метров. В одной из комнат русская печь. На втором этаже 2 комнаты 5х6 и 3х6. Транспортная
Показать телефон
В избранное
33 минуты назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"364 м², дом + 15 соток, участок
деревня Рогозинино
Филатов Луг 
41 мин.
48 000 000 ₽
131 868 ₽ за м²
ипотека, торг
Номер объекта 1224. Новый загородный дом с городской инфраструктурой в развивающемся районе Новой Москвы. Полностью отремонтирован в 2018 году. В доме новая мебель итальянского производства, купленная в марте 2021 года. ДОМ и МАТЕРИАЛЫ Год постройки
Показать телефон
В избранное
NEOPOLISdom, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"636 м², дом + 10 соток, участок
деревня Крёкшино, коттеджный посёлок Лесное Озеро, Садовая улица, 326
Рассказовка 
49 мин.
62 000 000 ₽
97 484 ₽ за м²
ипотека
Номер лота: 28751. Продается 3-этажный дом площадью 636 м в элитном охраняемом коттеджном посёлке «Лесное Озеро», расположенном в 25 км от Москвы. Рядом - река и лес. Дом построен по индивидуальному проекту известного зарубежного архитектора. Жилая
Показать телефон
В избранное
Homeapp, агентство
5 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"365,5 м², дом + 41,3 сотки, участок
поселение Десеновское, деревня Ватутинки
Коммунарка 
29 мин.
111 546 000 ₽
305 188 ₽ за м²
Новый дом под отделку на охраняемой территории оздоровительного комплекса ""Ватутинки"". Все коммуникации центральные. На участке растут крупномерные хвойные и лиственные деревья. Оздоровительный комплекс ""Ватутинки"" входит в систему учреждений
Показать телефон
В избранное
AIM Realty, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"350 м², таунхаус + 5,2 сотки, участок
посёлок Газопровод, коттеджный посёлок Лесные Поляны
Ольховая 
16 мин.
27 900 000 ₽
79 714 ₽ за м²
Таунхаус с отделкой 175 кв. м + подвальное помещение 175 кв. м. на участке 5,2 сотки в коттеджном поселке комфорт-класса «Лесные поляны». Поселок расположен на территории Новой Москвы, в 4 км от МКАД по Калужскому шоссе. Особенности: торцевой, с
Показать телефон
В избранное
New Moscow House, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"422,5 м², дом + 28 соток, участок
поселение Краснопахорское, деревня Варварино
Коммунарка 
60 мин.
100 999 000 ₽
239 051 ₽ за м²
торг
БЕЗ КОМИССИИ для покупателя. Номер объекта: 479. Продается коттедж под ключ в элитном поселке ""Варварино"" площадью 422,5м2 с участком 28сот. Эксклюзивный дом в американском стиле под ключ с мебелью, техникой и готовым ландшафтром Дизайнерская отделка
Показать телефон
В избранное
Enso, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"235 м², таунхаус + 1,7 сотки, участок
поселение Сосенское, коттеджный поселок Дубровка
Ольховая 
16 мин.
74 364 000 ₽
316 443 ₽ за м²
Лот №55333. Отделка в стиле Арт Деко проводилась исключительно из дорогих импортных экологически чистых отделочных материалов на заказ. Выполнена теплоизоляция и двойная шумоизоляция стен. 1 этаж: гостиная, кухня-столовая, гардеробная, санузел,
Показать телефон
В избранное
Penny Lane Realty Жилая недвижимость, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"500 м², дом + 18 соток, участок
поселение Сосенское, коттеджный поселок Дубровка
Ольховая 
16 мин.
89 236 800 ₽
178 474 ₽ за м²
Лот №25089. Открытая беседка, домик для прислуги, автоматические ворота. Охраняемый поселок Дубровка. Теплые полы, рольставни, кондиционирование. 1 этаж: прихожая, с/у, гостевая с с/у, гостиная с камином, кухня, сауна с комнатой отдыха, холл с
Показать телефон
В избранное
Penny Lane Realty Жилая недвижимость, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"807 м², дом + 51 сотка, участок
поселение Сосенское, коттеджный поселок Дубровка
Ольховая 
16 мин.
142 250 000 ₽
176 270 ₽ за м²
Лот №19201. Земельный участок выровнен, горизонтально спланирован, освобожден от строительного мусора. По периметру участка установлен забор высотой 2 метра. Цокольный этаж: Помещение СПА, сауна, спортивный и бильярдный залы, две ванные комнаты,
Показать телефон
В избранное
Penny Lane Realty Жилая недвижимость, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"100 м², дом + 6,7 сотки, участок
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км
3 100 000 ₽
31 000 ₽ за м²
ипотека, торг
О доме: В продаже деревянный двухэтажный дом из бруса 6х8 на участке 10 соток (по документам 6.7) в новой Москве. На первом этаже кухня и 2 комнаты 3х6 метров. В одной из комнат русская печь. На втором этаже 2 комнаты 5х6 и 3х6. Транспортная
Показать телефон
В избранное
34 минуты назад"
https://realty.yandex.ru/moskva/kupit/dom/,moskva,dom,,"315 м², дом + 15 соток, участок
поселение Первомайское, квартал № 161, КП Согласие-2
Коммунарка 
35 мин.
45 000 000 ₽
142 857 ₽ за м²
Дом с отделкой 315 кв. м, с цоколем и СПА-зоной, на участке 15 соток в коттеджном поселке бизнес-класса «Согласие-2». Поселок расположен в 18 км от МКАД по Калужскому шоссе. Отличительные особенности: просторная гостиная, 4 с/у, цокольный этаж,
Показать телефон
В избранное
New Moscow House, агентство
6 часов назад"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"66,7 м², 2-комнатная квартира
ЖК «Новое Купчино», 9 этаж из 13
Малая Бухарестская улица, 12
Дунайская 
12 мин.
11 635 000 ₽
174 569 ₽ за м²
Хорошая цена!
ипотека
id 1010544. Продаётся 2 комнатная квартира во Фрунзенском районе. Дом сдан. Квартира №950 на 9 этаже. Отделка черновая. Дом кирпичный. Фасады облицованы кирпичом двух цветов и декоративными элементами, которые образуют лаконичный рисунок и
Показать телефон
В избранное
Юникорн, агентство
6 часов назад"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"74,9 м², 2-комнатные апартаменты
Апарт-комплекс NEXT, 9 этаж из 11
Средний проспект Васильевского острова, 87к3
Василеостровская 
12 мин.
15 738 542 ₽
210 015 ₽ за м²
Готовы показать онлайн
ипотека
Архитектурное решение многофункционального комплекса соответствует самым современным тенденциям. Концепцией предусмотрено строительство трех отдельно стоящих корпусов, которые объединяются стилобатом, в котором в будущем разместятся входные группы и
Показать телефон
В избранное
ГЦН ТД Невский, агентство
3 часа назад"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"59 м², 2-комнатная квартира
2 этаж из 11
проспект КИМа, 4
Приморская 
7 мин.
11 300 000 ₽
191 525 ₽ за м²
Проверено в Росреестре
Готовы показать онлайн
ипотека, торг
Дом у метро , 5 минут пешком до м. Приморская До ЗСД 3 минуты на авто До Невского 10-15 минут на машине Детский сад во дворе Двор зеленый. Бывшая 3 к кВ, перепланировка узаконена, большая гостиная и 2 комнаты , одна маленькая 8 кВ м (сейчас спальня),
Показать телефон
В избранное
Ясюкевич Олег
18 августа 2021"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"56 м², 2-комнатная квартира
6 этаж из 9
проспект Культуры, 12к1
Политехническая 
15 мин.
7 115 000 ₽
127 054 ₽ за м²
На проверке в Росреестре
Хорошая цена!
Продается прекрасная квартира на севере Санкт-Петербурга. Отличное место для комфортного проживания. Элитный спальный район с развитой инфраструктурой. Все необходимое есть в шаговой доступности(школы, детские сады, магазины, поликлиники,областная
Показать телефон
В избранное
24 минуты назад"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"44,6 м², 2-комнатная квартира
5 этаж из 5
проспект Космонавтов, 21к1
Московская 
9 мин.
7 000 000 ₽
156 951 ₽ за м²
К продаже представлена просторная двухкомнатная квартира в Московском районе в пешей доступности от метро Парк Победы. В квартире сделан новый стильный ремонт. В отделке использована нейтральная цветовая гамма, идеально подходящая под любой интерьер.
Снято менее часа назад
16 часов назад"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"46 м², 2-комнатная квартира
9 этаж из 9
улица Стойкости, 18к2
Проспект Ветеранов 
15 мин.
5 100 000 ₽
110 870 ₽ за м²
Проверено в Росреестре
Хорошая цена!
2 ккв, прямая продажа,документы готовы, просмотры по договоренности, полностью без мебели, ремонт в коридоре выполнен
Показать телефон
В избранное
2 часа назад"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"78,5 м², 2-комнатная квартира
новостройка, Дом «Futurist» 4 кв. 2021 г., 6 этаж из 9
Барочная улица, 4Ас3
Чкаловская 
9 мин.
38 200 000 ₽
486 624 ₽ за м²
Продаётся Двухкомнатная квартира в клубном доме Futurist у Крестовского (Барочная улица, дом 4) у метро ""Чкаловская"". Квартира расположена на 6 этаже, общая площадь 78.5 м2. Стоимость 38200000 рублей. Futurist - клубный проект в сердце Петроградского
Показать телефон
В избранное
3 часа назад"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"57,4 м², 2-комнатная квартира
5 этаж из 5
Петергоф, Ропшинское шоссе, 3к4
Ленинский проспект 
48 мин.
6 950 000 ₽
121 080 ₽ за м²
На проверке в Росреестре
Готовы показать онлайн
ипотека, торг
Продаётся светлая, уютная двухкомнатная квартира с изолированными комнатами. Раздельный санузел. Удобная планировка. Площадь квартиры 57.4 м2 5 этаж ( есть лифт грузовой) . Дом в ухоженном состоянии , на этаже 4 квартиры , хорошие соседи. В пешей
Показать телефон
В избранное
2 часа назад"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"44,6 м², 2-комнатная квартира
1 этаж из 9
улица Генерала Симоняка, 1
Проспект Ветеранов 
12 мин.
6 300 000 ₽
141 256 ₽ за м²
ипотека
Арт. 49676969 Предлагается к продаже 2-комнатная квартира на высоком 1 этаже кирпичного дома. Общая площадь квартиры - 44.60 м2, площадь комнат 17.4+11.2 м2. Квартира после косметического ремонта: полностью готова для проживания. Прямая продажа. Без
Показать телефон
В избранное
3 часа назад"
https://realty.yandex.ru/sankt-peterburg/kupit/kvartira/dvuhkomnatnaya/,sankt-peterburg,kvartira,dvuhkomnatnaya,"81,5 м², 2-комнатная квартира
новостройка, ЖК Familia 4 кв. 2021 г., 5 этаж из 8
Петровский проспект, 20
Спортивная 
10 мин.
26 608 752 ₽
326 448 ₽ за м²
Показать телефон
В избранное
3 часа назад"
